boot_id,msg_seq,dev_ts_ms,host_ts,mode,raw_m,est_m,fps,meas_status,track_state,has_estimate,consecutive_valids,consecutive_invalids,last_good_ts_ms,restart_count,system_error,rate_mps,predicted_m,residual_m,rejected_by_gate,reject_reason,test_id
2119251143,204,80344,2026-04-23T13:46:05.691,0,531.2,531.936,2.53,0,2,1,118,0,80344,0,0,,,,0,0,0
2119251143,205,80739,2026-04-23T13:46:06.094,0,531.5,531.927,2.53,0,2,1,119,0,80739,0,0,,,,0,0,0
2119251143,206,81156,2026-04-23T13:46:06.501,0,531.7,531.87,2.4,0,2,1,120,0,81156,0,0,,,,0,0,0
2119251143,207,81552,2026-04-23T13:46:06.895,0,532.0,531.828,2.53,0,2,1,121,0,81552,0,0,,,,0,0,0
2119251143,208,81946,2026-04-23T13:46:07.290,0,531.5,531.746,2.53,0,2,1,122,0,81946,0,0,,,,0,0,0
2119251143,209,82340,2026-04-23T13:46:07.679,0,531.7,531.734,2.54,0,2,1,123,0,82340,0,0,,,,0,0,0
2119251143,210,82998,2026-04-23T13:46:08.352,0,531.7,531.726,1.52,0,2,1,124,0,82998,0,0,,,,0,0,0
2119251143,211,83372,2026-04-23T13:46:08.715,0,532.0,531.719,2.67,0,2,1,125,0,83372,0,0,,,,0,0,0
2119251143,212,83788,2026-04-23T13:46:09.132,0,531.5,531.714,2.4,0,2,1,126,0,83788,0,0,,,,0,0,0
2119251143,213,84182,2026-04-23T13:46:09.525,0,531.6,531.711,2.54,0,2,1,127,0,84182,0,0,,,,0,0,0
2119251143,214,84576,2026-04-23T13:46:09.927,0,532.0,531.708,2.54,0,2,1,128,0,84576,0,0,,,,0,0,0
2119251143,215,84970,2026-04-23T13:46:10.320,0,531.4,531.681,2.54,0,2,1,129,0,84970,0,0,,,,0,0,0
2119251143,216,85365,2026-04-23T13:46:10.708,0,531.9,531.661,2.53,0,2,1,130,0,85365,0,0,,,,0,0,0
2119251143,217,85764,2026-04-23T13:46:11.113,0,531.3,531.646,2.51,0,2,1,131,0,85764,0,0,,,,0,0,0
2119251143,218,86160,2026-04-23T13:46:11.518,0,531.2,531.584,2.53,0,2,1,132,0,86160,0,0,,,,0,0,0
2119251143,219,86554,2026-04-23T13:46:11.896,0,532.1,531.538,2.53,0,2,1,133,0,86554,0,0,,,,0,0,0
2119251143,220,86948,2026-04-23T13:46:12.291,0,531.8,531.604,2.54,0,2,1,134,0,86948,0,0,,,,0,0,0
2119251143,221,87343,2026-04-23T13:46:12.691,0,532.6,531.653,2.54,0,2,1,135,0,87343,0,0,,,,0,0,0
2119251143,222,88000,2026-04-23T13:46:13.347,0,531.4,531.69,1.52,0,2,1,136,0,88000,0,0,,,,0,0,0
2119251143,223,88395,2026-04-23T13:46:13.734,0,531.9,531.742,2.54,0,2,1,137,0,88395,0,0,,,,0,0,0
2119251143,224,88789,2026-04-23T13:46:14.131,0,531.9,531.782,2.54,0,2,1,138,0,88789,0,0,,,,0,0,0
2119251143,225,89183,2026-04-23T13:46:14.540,0,531.8,531.811,2.53,0,2,1,139,0,89183,0,0,,,,0,0,0
2119251143,226,89577,2026-04-23T13:46:14.925,0,532.2,531.833,2.54,0,2,1,140,0,89577,0,0,,,,0,0,0
2119251143,227,89972,2026-04-23T13:46:15.314,0,532.4,531.85,2.53,0,2,1,141,0,89972,0,0,,,,0,0,0
2119251143,228,90367,2026-04-23T13:46:15.711,0,531.7,531.863,2.53,0,2,1,142,0,90367,0,0,,,,0,0,0
2119251143,229,90763,2026-04-23T13:46:16.105,0,531.1,531.847,2.53,0,2,1,143,0,90763,0,0,,,,0,0,0
2119251143,230,91179,2026-04-23T13:46:16.536,0,532.2,531.935,2.4,0,2,1,144,0,91179,0,0,,,,0,0,0
2119251143,231,91575,2026-04-23T13:46:16.919,0,531.9,531.926,2.53,0,2,1,145,0,91575,0,0,,,,0,0,0
2119251143,232,91969,2026-04-23T13:46:17.313,0,531.8,531.895,2.53,0,2,1,146,0,91969,0,0,,,,0,0,0
2119251143,233,92363,2026-04-23T13:46:17.710,0,531.6,531.871,2.54,0,2,1,147,0,92363,0,0,,,,0,0,0
2119251143,234,92757,2026-04-23T13:46:18.106,0,532.0,531.878,2.54,0,2,1,148,0,92757,0,0,,,,0,0,0
2119251143,235,93154,2026-04-23T13:46:18.505,0,531.4,531.859,2.53,0,2,1,149,0,93154,0,0,,,,0,0,0
2119251143,236,93549,2026-04-23T13:46:18.893,0,531.7,531.819,2.53,0,2,1,150,0,93549,0,0,,,,0,0,0
2119251143,237,93944,2026-04-23T13:46:19.288,0,531.6,531.764,2.53,0,2,1,151,0,93944,0,0,,,,0,0,0
2119251143,238,94338,2026-04-23T13:46:19.679,0,532.1,531.748,2.54,0,2,1,152,0,94338,0,0,,,,0,0,0
2119251143,239,94733,2026-04-23T13:46:20.080,0,531.3,531.711,2.54,0,2,1,153,0,94733,0,0,,,,0,0,0
2119251143,240,95127,2026-04-23T13:46:20.474,0,532.3,531.708,2.54,0,2,1,154,0,95127,0,0,,,,0,0,0
2119251143,241,95521,2026-04-23T13:46:20.862,0,531.8,531.731,2.54,0,2,1,155,0,95521,0,0,,,,0,0,0
2119251143,242,95918,2026-04-23T13:46:21.262,0,532.2,531.823,2.51,0,2,1,156,0,95918,0,0,,,,0,0,0
2119251143,243,96313,2026-04-23T13:46:21.657,0,531.9,531.843,2.53,0,2,1,157,0,96313,0,0,,,,0,0,0
2119251143,244,96972,2026-04-23T13:46:22.318,0,532.5,531.932,1.52,0,2,1,158,0,96972,0,0,,,,0,0,0
2119251143,245,97366,2026-04-23T13:46:22.719,0,531.6,531.924,2.54,0,2,1,159,0,97366,0,0,,,,0,0,0
2119251143,246,97762,2026-04-23T13:46:23.113,0,531.8,531.918,2.53,0,2,1,160,0,97762,0,0,,,,0,0,0
2119251143,247,98157,2026-04-23T13:46:23.508,0,531.6,531.888,2.53,0,2,1,161,0,98157,0,0,,,,0,0,0
2119251143,248,98553,2026-04-23T13:46:23.893,0,531.8,531.866,2.53,0,2,1,162,0,98553,0,0,,,,0,0,0
2119251143,249,98970,2026-04-23T13:46:24.314,0,532.4,531.85,2.39,0,2,1,163,0,98970,0,0,,,,0,0,0
2119251143,250,99365,2026-04-23T13:46:24.711,0,531.9,531.837,2.53,0,2,1,164,0,99365,0,0,,,,0,0,0
2119251143,251,99759,2026-04-23T13:46:25.101,0,531.9,531.853,2.54,0,2,1,165,0,99759,0,0,,,,0,0,0
2119251143,252,100153,2026-04-23T13:46:25.493,0,531.5,531.865,2.54,0,2,1,166,0,100153,0,0,,,,0,0,0
2119251143,253,100548,2026-04-23T13:46:25.893,0,531.9,531.874,2.54,0,2,1,167,0,100548,0,0,,,,0,0,0
2119251143,254,100943,2026-04-23T13:46:26.292,0,531.7,531.88,2.53,0,2,1,168,0,100943,0,0,,,,0,0,0
2119251143,255,101339,2026-04-23T13:46:26.681,0,532.5,531.885,2.53,0,2,1,169,0,101339,0,0,,,,0,0,0
2119251143,256,101756,2026-04-23T13:46:27.105,0,532.0,531.889,2.4,0,2,1,170,0,101756,0,0,,,,0,0,0
2119251143,257,102151,2026-04-23T13:46:27.491,0,532.2,531.917,2.53,0,2,1,171,0,102151,0,0,,,,0,0,0
2119251143,258,102788,2026-04-23T13:46:28.134,0,531.7,531.938,1.57,0,2,1,172,0,102788,0,0,,,,0,0,0
2119251143,259,103425,2026-04-23T13:46:28.768,0,531.5,531.953,1.57,0,2,1,173,0,103425,0,0,,,,0,0,0
2119251143,260,103819,2026-04-23T13:46:29.165,0,531.6,531.89,2.54,0,2,1,174,0,103819,0,0,,,,0,0,0
2119251143,261,104214,2026-04-23T13:46:29.572,0,532.1,531.842,2.53,0,2,1,175,0,104214,0,0,,,,0,0,0
2119251143,262,104610,2026-04-23T13:46:29.951,0,530.9,531.782,2.53,0,2,1,176,0,104610,0,0,,,,0,0,0
2119251143,263,105005,2026-04-23T13:46:30.359,0,532.8,531.736,2.53,0,2,1,177,0,105005,0,0,,,,0,0,0
2119251143,264,105401,2026-04-23T13:46:30.754,0,532.2,531.827,2.53,0,2,1,178,0,105401,0,0,,,,0,0,0
2119251143,265,106059,2026-04-23T13:46:31.409,0,532.1,531.896,1.52,0,2,1,179,0,106059,0,0,,,,0,0,0
2119251143,266,106433,2026-04-23T13:46:31.778,0,532.1,531.947,2.68,0,2,1,180,0,106433,0,0,,,,0,0,0
2119251143,267,106849,2026-04-23T13:46:32.196,0,531.1,531.985,2.4,0,2,1,181,0,106849,0,0,,,,0,0,0
2119251143,268,107244,2026-04-23T13:46:32.585,0,532.0,532.014,2.53,0,2,1,182,0,107244,0,0,,,,0,0,0
2119251143,269,107639,2026-04-23T13:46:32.980,0,531.9,532.01,2.54,0,2,1,183,0,107639,0,0,,,,0,0,0
2119251143,270,108033,2026-04-23T13:46:33.379,0,531.3,531.983,2.54,0,2,1,184,0,108033,0,0,,,,0,0,0
2119251143,271,108427,2026-04-23T13:46:33.779,0,531.6,531.887,2.54,0,2,1,185,0,108427,0,0,,,,0,0,0
2119251143,272,108822,2026-04-23T13:46:34.168,0,532.0,531.89,2.53,0,2,1,186,0,108822,0,0,,,,0,0,0
2119251143,273,109217,2026-04-23T13:46:34.563,0,532.3,531.893,2.53,0,2,1,187,0,109217,0,0,,,,0,0,0
2119251143,274,109633,2026-04-23T13:46:34.979,0,531.3,531.82,2.4,0,2,1,188,0,109633,0,0,,,,0,0,0
2119251143,275,110028,2026-04-23T13:46:35.376,0,532.3,531.865,2.53,0,2,1,189,0,110028,0,0,,,,0,0,0
2119251143,276,110424,2026-04-23T13:46:35.773,0,532.5,531.973,2.53,0,2,1,190,0,110424,0,0,,,,0,0,0
